Comment,FilePrefix
엔프피 한번 건 진짜 팍,ENFP
댓 엔프피 타 주변 나 생각 내적 친밀 감,ENFP
관심 댓글 가관 요 한수,ENFP
사람 으흐흫 난 으흐흐흐흫 웃음 사람 난 더,ENFP
사람 아쉬움 난 널 사랑 수 기회 줌,ENFP
난 말 거 난 포커페이스 못 웃음 장벽 애 날 간파 느낌 뚱,ENFP
친구 때 항상 뭐 얘 나 거 나 호감 않을깜 계속 혼자 상상 상처 말,ENFP
사람 정말 한일로 상처 별것 걸 감동 호감 사람 앞 말 진짜 머릿속 대화 주제가 휙휙 말 기억 스트레스 진짜 일 세상 불 시간 유튜브 킼킼 거리 타인 보기 감정 기복 심해 그냥 감정 몰입 노래 세상 왜 모양 한숨 쉬 방구 콘서트 가능,ENFP
엔프피 얉 사람 업 삼 정도 그림 노래 춤 주변 추 진짜 본격 정도 실력,ENFP
노래 어깨 급 스테이 뭔가 비 날 골목길 너 무작정 가죽 코트 드라마 여주,ENFP
정 거 막 처음 사람 도 바로 큨,ENFP
감정 충 적 감정 기복 사이 인 인 사이 꽤 개인 성향,ENFP
누가 나 꼽주 헤헤 빙구 집 혼자 몀 개풀발함 말할껄 망상 오지 함,ENFP
사람 만큼 울음 엔프피 임 뒤 등 그게 나,ENFP
궁둥이 박수 닼 매력 기분,ENFP
플리 슴 다른사람 소리 막상 햅삐 매사 긍정 조금 대하 내 뭘 하루 종일 생각 함 또 라이 움 분위기 풀림,ENFP
흥 흥 함 세상 댕댕 기질 꼬리 듬 진짜 사람 생각 사람 사람 낯가림 티 고함 사람 식이 그냥 은근 속 진짜 감정 그것 말 때 사람 개그 코드 애 포텐터짐 충 적 인기 본인 스스로 계획 끝 그거 가지 스트레스 관심 기분 더 연애 스타일 친구 관계 은근 신경 누구 동안 계속 함 화해 바로 끝 걱정 걱정 사랑 좀 편 떼껄 검사 여러 만 만년 프피,ENFP
엔프피 사람 때 속 아씨 쟤뭐 성격 거 거 보라 달달 개 놈 주접 떪 막 직접 다가 기진 내 쟤 쟤 날 티 조금 내면 텐션 조금 온갖 망상 머리 함 김칫국 마심 에이 설마 그냥 눈 쪽 티 안 애 눈치,ENFP
왜 이제야 엔프피 짝남 고백 상상 함 관종 남 말 하나 하나 신경 호기심 뭘 자꾸 대부분 밖 순이 맹신 말 안 망상 항상 집중 웃음 눈물 거 보고,ENFP
눈치 척 함 상처 난 장난 장난 애정 표시 오해 두려움,ENFP
구별법 생각 얘기 다시 한번 생각 뜻 대충 거절 임 내 함,ENFP
아쉬움 숨기 표정 행동,ENFP
계획 뿐,ENFP
친구 둘 날 때 속 기분 날 가지 더 얘드,ENFP
엔프피 특징 관심 칭찬 오지 누구 시간 가끔 때 진짜 친 얘기 함 친구 질문 영상,ENFP
인 프제 엔프피 긍정 에너지,ENFP
로써 의 긍정 에너지 자신감 등 항상 느낌 비관 비판 정반대 사람 특성 상황 혼자 긴장 내 자신 보고 문제 때,ENFP
동족 발견,ENFP
사람 정이 항상 친구 기억 그냥 자기 맘 속 감정 숨기 가끔 혼자 우울 감 슬픔 시간 진짜 사람 정 사람 진짜 손절 사람 생기 미련 손절함 그냥 엔프피 공감 사랑 엔프피 사랑둥이,ENFP
얘 자체 상상 능력 장난 말 그대로 관종 관심 안주 자기 겉 척 내면 은근 어두운 약속 취소 바람 가끔 집 돌이 모드 면 보임 생각 생각 눈치 꽤 봄 자기 문자 톡 바로 실수 걱정 곳 곳 친구 친구 땐 최대한 만남 추구 감정 기복 너 갑자기 기분 경우 대다수 임 매력 허당 뿜뿜 관종끼 자신 발언 주변 헛소리 고함 상처 금 사빠 진짜 친구 관종끼 폭팔 및 폭탄 격 얘 부끄럼 자기 관 종이 계속 생각 관 종이 자기 때 친구 자기 자기 뭐 번천 번 고민 함 규 손절 진짜 성격 무조건 자기 생각 기적 사람 임 이야기 함 예 난 번개 하루 몇번 갑자기 천둥 사람 영혼 말 상상 진짜 함 개인 성격 므 수 우리 엔뿌피들 칭찬 오,ENFP
인프피 엔프피 스푼 노래,ENFP
내 엔프피 특징 가지 선 친구 내 정 때문 친구 경우 친구 선 정이 나발 개 연 경우 정말 자주 볼 수 경우 상대방 정말 잘못 경우,ENFP
엔프피 인프피,ENFP
사람 사랑 사람,ENFP
껄룩껄룩떼껄룩씨 도 부탁 드랴 용,ENFP
나 막 애 걔 상상 애 안 한번 나 그냥 바로 걔 애로 생각 그대로,ENFP
의외 사실 노래,ENFP
여행 어디 가다가 길 오 여기 길 뭐 마음 갑자기 콧 바람 슉슉 정도 원래 곳 손 절치 길 그대로 쭉 가다가 적 문제 그게 영 임 친구 지인 때 입 시도 그냥 투머치토 자체 만약 지인 공간 그날 뭔가 뻘소리 상한 괴성 토 오디오 마음 편안함 지인 어디 때 길거리 관종짓 함 그거 보고 주변 사람 기분 혼자 땐 절대 안함,ENFP
선곡,ENFP
사랑 표현 소심 생일 파티 폭죽 사람 땐 바다 속 심해 물고기 사람 그게 나임,ENFP
원래 코 시국 때문 인간관계 로 나 처지 사람,ENFP
선배 때 학년 안녕 번 벌써 정 듬,ENFP
사람 웃기 또 화 유튜브 금방 약간 대화 정적 나 더 인 친구 짐 개 금방,ENFP
친구 개 막상 여기 더 말로 말 속 번 생각 멘붕,ENFP
나 불 지진 무슨 옷 생각 하나 신발 신고 가야 하나 생각,ENFP
막 나 프사 스토리 나 나 태그 막 조음,ENFP
그것 완전 생판 애 단둘 때 애가 걔네 무리 끼리 절대 말 못 걺 친구 친구 쉬움 선택 낯가림,ENFP
설명 카톡 답장 답장 기부 보이 쬬꼬사쥬기 말 안 망상 임 친구 진심 임 친구 인스타 하트 간식 주기 등등 진짜 칭찬 남,ENFP
주변 친구 공통점 친화력 만렙 감정 기복 갑자기 울상 지음 말 친구 대화,ENFP
진짜 골든 리트리버 사람 모든 사람 거의 해주 사람 대한 뭐 공감 존중 만약 상대방 자기 해주 는걸 엔프피 호의 자신 권리 주장 엔프피들 알 존중 배려 번 힝 웨구뤠 카톡 방 친구 차단 상종,ENFP
사람 생기 내 경험 웃음 진짜 리액션 부자 별것 개그 다른 애 분위기 나 혼자 까르르 거리 자꾸 걔 웃음 누가 사람 생기 눈 나 난 눈 봄 게 말 눈 마주 관심 사람,ENFP
긍정 게 흐트러지 무한 긍정,ENFP
친구 항상 첫인상 함 항상 자기 전 망상 필수 일 꼭 함 일보 내 먼저 일 나중 일 함,ENFP
내 친구 엔프피 대화 대화 주제가 정말 휙휙 증 혼란,ENFP
마인드맵 해 엠비탸 맛 표현 맛 탕 중 중 요리 불닭 불닭 팽이버섯,ENFP
엔프피 여기 댓글 거 완전 나 난리 부르스 게 순수 끝판 왕,ENFP
뭔가 엔프피들 이란 말 자주 움 그냥 진짜 그냥 사실 내 눈거임 유,ENFP
강약 강의 표본 나 말 사람 앞 낯 가림 나 말 거 광대 짓 함,ENFP
알 어제 다시 바로 엔프피 특 검색 보 내 짝 낌 나야,ENFP
진짜 나 그냥 수 증말 내 레이 리스트 보고 어케 음 전화통화 때 매번 모습 걸 알 마치 연극 처럼 행동 표현 사람 나 거 긑치 엔프피드,ENFP
계획 약속 갑자기,ENFP
엔프피 특 유튜브 볼 때 전체 화면 안 함 댓글 함 검사 때 줄 놀람,ENFP
진짜 갈등 별로 친구 불만 말로 아주 해결 편 제발 맙쉬댜,ENFP
인프피 인프피 플리 분위기 낰,ENFP
하나 제로 말 안함 주제 말함 정신 보임 예 오늘 저녁 뭐 이야기 나중 친구 집 고양이 오늘 아침 똥 이야기,ENFP
꼭 한번 생각 나 패 패인 가끔 사람 앞 손절 잼 그냥 나 허언증 기억 부정 나 다중인격 조울증 기분 오락가락 함 조울증 사람 기분 나 관 종인 관심 티 내지 사실 사실 부정 척 상처 씨 그냥 그릏다구,ENFP
진짜 엔프피들 자기 사랑 남 사랑 긍정 뿜뿜 댕댕 인간 이어도 가끔 때 농담 상처 장난 엔프피들 때 평소 눈치 보고 분위기 더 바 항상 막 이미지 보 가끔 사람 엔프피 때 애기 때 애기 정말 뮤 그냥 제 사연 우유 유 떡 소사,ENFP
엔프피 친구 장난 생각 일 상처 혼자 게 등등 말 자주 친화력 소개 엔프피 엔프피여 인간관계 정말,ENFP
안 애가 나 함 나 흠 나 뭐 실수 하루 종일 생각 대하 던 친구 갑자기 줌 나 히힛 역시 얘 애 낯 세상 사람 우하하,ENFP
약간 애 거 느낌 엔프피 최고,ENFP
노래 음서 댓글,ENFP
인프피 엔프피 존경 움 사람,ENFP
친구 우정 진짜 생각 함 예 사진 자기 사진 자기 태그 함,ENFP
덕질 갱 거 완전 팍 지나 친구 자기 어디가 하루 종일 그거 생각 친구 두루 두루,ENFP
댓글 보 이건 나 처음 만난 사람 중 뭔가 사람 사람 못 사람 최대한 안 말 리액션 해주 수가,ENFP
엔프피특 강 강약 약 외유 유 항상 친구 일 자꾸 평상시 억텐유 예의 도덕성 사람 혐함 겉 티 미래 대한 기대 걱정 동시 막상 그냥 옆 임 망상 신 드라마 화보 주인공 빙의 자기 시나리오 짬 창의력 풍부 감정 기복 이건 꼭 마음 성적 람보 부러 움,ENFP
엔프피특 거 노래 창 구경 거 완전 실실 웃음 거 내 얘기,ENFP
졸라 움 개 매력 등등 즉 매력 상큼 발 랄 자신감 취존 센스 애가 엔프피 뜻,ENFP
분위기 됴,ENFP
엔프피 감성 크리스마스 때 걸 걸 걸 등등,ENFP
피 사람 느낌,ENFP
톡방 톡 때 애 반응 혼자 뻘쭘해함,ENFP
인티제 본인 여기 텐션 감당 다른 동네,ENFP
성격 플리 신 엔프피 때 음악 삘받,ENFP
님들 엔프피들 능력 우리 무슨 일이 데드라인 전 시작 게 사람 일 유보 함,ENFP
버스 버스 생각 한번 자 가방 가야대 어떠케 생각 기본 이징,ENFP
인티제 개살,ENFP
엔프 피 로써 내 눈치 개 막상 말 기분 가끔 내 친구 함 내 먼저 말 짐 누가 나 세상 제일 진짜 친구 집 혼자 조음 궁뎅 박수 뚱이 맘 공부 남 얘기 안함 남 얘기 때 친구 풀림 먹음 첫인상 별로 도 나 좀 사람 학교 친구 조금 말 사람 내 인연 애 말 싸움 상상 현실 남 화 짓말 얼굴 티남 그냥 회피 틀 공부 질색,ENFP
혼자 다른사람 쟨 좀 애 나중 뭐 하나 조금 착 한일 오 역시 사람 겉 판단 선 안됗,ENFP
지금 혼자 방 구석 꼬 댓글 하나 하나 은근 기분 엔프피들 사실 공감 때껄룩님 다른 도 엔프피 때 내 구역 댓글 댓글 달 얘,ENFP
플리,ENFP
일돤 여기 플레이 리스트 조훔,ENFP
생각 생각 애초 생각 왜 지금 생각 건가 생각 생각 생각 생가 생강 생강 목 감기 차 짛 우리 결정 이유 생각 진짜 이이이 잉,ENFP
간 죽간 살임 뭐 살때 생각 사고 그거 속 나 완전 내 기준 간지 안나 안함,ENFP
엔프피 양보 자기 남 생각 자기 척 더 척 더 남 척함 물질 사람 내 화낼 상황 남 나 거 내 잘못 생각 내 뭘 장창 생각 함 엔프피 손절 는걸 아주 참고 더 이상 멘탈 갈기갈기 때 손절함 평소 상처 주기 손절 땐 모진 말 골 속 엔프피 손절 사람 거의 모든 엠비티아이 유형 속 친 확률 엔프피 사람,ENFP
친구 명정 명 그것 친구 정말 분위기 면 구석 제 친구 중 인 애 장난 안 친구 도 장난 침 사실 짝사랑 친구 관계 뭔가 막상 마음 속 여러분 도움,ENFP
진짜 말 하나 하나 의미 부여 상처 큐 친구 갑자기 또 다시 짐 감정 기복 겁 나 심해 진짜,ENFP
엔프피 어장 나 혼자 망상 얘 알 보 애 말 멘탈 와르르 이제 또 연락 때 살갑 대하 순간 마음 사르르 이모티콘 난리 남 단호 죄 죄,ENFP
기분 때 버스 타고 가면 사람 태 손 인사,ENFP
엔프피 특징 그냥 내 특징 진 진짜 때 정말 한도 끝 지하 끝 엔프피 일 일 인정 다시 감정 그게 그때 감정 한번 때 내 감정 그때 시간 다시 한도 끝 이건 진짜 처음 엔프피답 과 몰입 내 모든 열정 헛수고 진짜 내 생활 부분 힘 심지어 그게 번 연달 진짜 시도 때 우울함 날 지배 과 몰입 엔프피들 나 큰일 한일 과 몰입 정말 진심,ENFP
엔프피 곳,ENFP
리액션 운동 관찰 거 풀 이기 건 꼭 함 분야 모든 분야 승부 욕 상상 함 표현 함 이번 엔프피 플리 맘,ENFP
모든 사람 사람 증후군 미움 함 도전 일 개 나중 감당 지침 잔정 남 자기 달라 상처 단골 가게 개 이상 사장 개 무리 소외 사람 그냥 나 친구 끼리 질투 남 사람 마 디안 가능,ENFP
사랑 사람 생기 세상 모든 말로 사랑 남발 사랑,ENFP
뼛속 엔프피 특징 생각 남 특징 공감 만 중,ENFP
엔프피 자기 엔프피 인프피 사람 요즘 좀 향 인간 된거 인프피 알 검사 엔프피,ENFP
강 강약 약 남 사람 대해 줄 수가 자존감 난 왜 사람 퍼줄 정도 록 나 가요 근본 남 사람 퍼줘 나 압박 계속 부정 대하 사람 정말 싸가지 수 정의감 정도,ENFP
구 엔프피들 방가 움,ENFP
애 정신 게으름 일 신경,ENFP
엔프피 내 특징 여기 댓글 관심 감 발도장,ENFP
난 플리 처음,ENFP
인팁 댓글 완전 답글 중 내 제 의자 엔픞,ENFP
엔프피들 거 진짜 좀 바로 얼굴 쥐구멍 심정 애 반응 더 진짜 탈주,ENFP
친구 다음주 일요일 오후 분수 앞 약속 다음 날 숨 턱턱 친구 지금 술 개콜,ENFP
엔프피 노래 사람 중 꼭 노래 잠깐 심취 가사 자기 일 게 진짜 공감 응 그게 나임,ENFP
엔프피들 귀여미,ENFP
나 고딩 때 엠비티아이 검사 엔프피 적 엔프피 특징 내 특징 말 사람 내 러하 사람 사람 사람 이야기 니 친구 친구 우리 친구 약속 합치기 달인 친구 친구 친구 친구 정리 말 게 말 정리 내 얘기 먼지 알 그거 말 알 대화 설명 텔레파시 내 인프피 고민 사람 가상 꼬리 프로펠라 휙휙휫 사람 얘기 러하 사람 생기 진짜 함 엔프피 복수 상상 상상 스트레스 단골 카페 강아지 조울증 디폴트,ENFP
나 친구 복수 강 답장 냨 복수,ENFP
엔뿌 삐 로써 항상 내 나중 생각 때 때 추억 때 생각 생각 저번 주 문제 집 사고 옴 왜 추억 집 수 성적 조금 더 나중 생각 때 때 공부 때 추억 논 성적 수 점 집 말 싶엇습미 좀 거 위 내 더 기억 학창시절 수 생각 머리 생활 습관 고치 잠도 자고 사 사람 조금 더 질 인생 더 관종짓 수 장점 이제 글 걸 요점 아잏 요점 까먹엇으 엔뿌삐 특징 몇개 관종짓 친구 거 사람 일주일 한번 밖 밖 너 입 사회생활 문제 소리 혼자 또 사람 빨리 이상 사람 뽀로로 일 수다 거 친구 학원 건 길 하늘 날씨 하늘 학원 맛 남,ENFP
난 엣티제 엔프피 정반대 주변 엔프피 왜인 내 주변 엔프피 진짜 애 명 엔프피 애도 엔프 피임 내 전하 이야기 엔프피,ENFP
댓글,ENFP
나 런가 좀 사람 가림 내 사람 정도 마음 안 사람 개 함 나중 내 친구 마음 안 애 거 내 대한 거 후회 함 친구 내 생각 넌 진짜 기분 진짜 다른 생각 자주 말 순간 내 살짝 김샘 부비 질투 화신 임,ENFP
회사 윗 밥 커피 달라 말 버릇 수 호감 말 총대 말 편,ENFP
진짜 뿌삐,ENFP
친구 끼리 이야기 명 말 아무 대답 안 거 친구 상처 거 데 말 이어도 걔 말 꼭 대답,ENFP
엔프피 항상 누구 보이 한편 마음속 항상 마음 마음 가지,ENFP
내 니 때문 니 나 뭐 사랑 건가 부 승관,ENFP
음악 설명 표현 말 정도 머 기분 탓 상황 탓 감정 탓 읍,ENFP
나 건 별 특징 글 엔프피 남 일도 관심 엔프피,ENFP
자기 인 생각 자기 인 사이 기 죽음 그게 나임,ENFP
모임 전 생각 경청 말 안 말 생각 모임 입 여 순간 대로 막 경청 자꾸 연관 생각,ENFP
내 상처 상대방 상처 포인트 눈치 최대한 안 말 함 면 말 번 고민 안 갑자기 상황 먼저 사과 함 또 후회 엔프피들 우리 후회 살,ENFP
들 안 내 얘 철벽 더 철벽,ENFP
엥뿌삐 애 우리 정말 진심 화 손 꼽을정 우린 순둡붕 말랑이,ENFP
우리 엔프피 특 남 기분 칭찬 편 맘 칭찬 틀 탈주 본능 꿈틀 거림 유니크 거 부정 기운 부정 사람 멀리 함 눈치 눈치 척 함 감정 생각 표정 남 투명 솔직 엠비티아이 과 몰입 하나 무조건 그거 깊이 판다 또 주제가 자주 주기,ENFP
긍정 적임 사람 엥뿌삥 사람 존나 젛,ENFP
엔프피 특 짝사랑 나름 금 사빠 경향 막상 누구 완전 해바라기,ENFP
진짜 엠벼 길거리 노래 때 과 몰입 거의 노래 따라서 디즈니 주인공 비련 주인공 거의 혼자 역 뮤지컬 쇼 이어폰 끼 자신감 뿜뿜해 노래 잔뜩 세상 제일 나 진짜 궁금,ENFP
모두 학기 자기 소개 혼자 먼저 상황 시뮬레이션 자기 소개 구상,ENFP
사람 죠,ENFP
혼잣말 개 함 뭐 나와라 룰,ENFP
때껄룩 나머지 흑백 엥뿌피 발랄 토끼,ENFP
처음 사람 말 정도 텐션 좀,ENFP
엥뿌삐,ENFP
엔프피 특 분위기 분위기 산다 전 엔프 피,ENFP
